sale_id,customer_id,product_id,quantity_sold,sale_date
361,1678,72,3,5/11/2024
362,6235,89,5,7/6/2024
363,6227,80,4,3/18/2024
364,6421,67,5,7/25/2024
365,1079,83,3,1/8/2024
366,2111,40,1,8/2/2024
367,9331,55,4,5/28/2024
368,4249,96,2,6/19/2024
369,3015,69,2,7/1/2024
370,4080,37,5,7/23/2024
371,297,59,5,4/29/2024
372,3779,71,5,8/18/2024
373,7539,61,5,4/26/2024
374,6107,24,5,8/6/2024
375,9332,86,3,7/25/2024
376,8696,49,5,1/30/2024
377,5401,77,3,6/22/2024
378,4050,68,5,3/5/2024
379,5988,16,4,1/7/2024
380,9059,60,4,4/15/2024
381,2595,65,1,5/8/2024
382,5739,7,3,3/12/2024
383,8029,13,5,5/17/2024
384,5427,71,2,8/12/2024
385,4094,63,1,4/14/2024
386,8181,51,2,6/13/2024
387,613,77,5,4/28/2024
388,75,31,3,7/19/2024
389,3157,36,1,6/24/2024
390,7029,4,5,8/26/2024
391,841,47,1,3/12/2024
392,576,17,2,2/7/2024
393,2033,41,3,1/6/2024
394,186,81,5,5/22/2024
395,9219,56,5,8/22/2024
396,8013,58,4,7/14/2024
397,644,25,5,1/11/2024
398,7859,36,2,1/2/2024
399,9887,23,4,8/10/2024
400,5651,68,1,7/25/2024
401,164,61,1,2/9/2024
402,9489,99,3,2/26/2024
403,395,75,2,4/2/2024
404,2480,11,5,6/16/2024
405,6752,18,2,2/3/2024
406,2880,27,4,4/11/2024
407,3235,14,3,2/3/2024
408,9931,4,5,8/7/2024
409,2735,38,5,1/20/2024
410,3808,65,4,5/2/2024
411,2145,88,5,7/11/2024
412,7122,29,2,5/2/2024
413,8399,50,1,6/2/2024
414,4744,60,5,6/19/2024
415,1211,3,5,2/2/2024
416,2485,26,5,8/29/2024
417,8583,46,4,4/1/2024
418,1452,90,4,1/1/2024
419,6564,27,5,5/18/2024
420,4184,53,1,7/24/2024
421,8527,33,3,1/13/2024
422,4588,36,2,3/25/2024
423,9591,27,2,3/24/2024
424,9465,30,3,3/17/2024
425,6081,18,3,6/19/2024
426,7867,80,1,8/2/2024
427,3208,44,1,4/24/2024
428,7931,4,4,2/2/2024
429,822,31,3,9/1/2024
430,4945,65,1,6/28/2024
431,5175,43,1,1/2/2024
432,5008,77,2,9/2/2024
433,6773,79,1,1/27/2024
434,3978,14,5,6/11/2024
435,881,11,3,1/29/2024
436,5807,16,3,6/9/2024
437,4114,47,2,3/31/2024
438,1739,22,1,6/5/2024
439,2731,74,2,6/25/2024
440,2748,75,1,8/18/2024
441,9036,71,4,8/25/2024
442,8860,79,1,5/22/2024
443,566,24,4,4/27/2024
444,641,32,2,5/24/2024
445,1238,58,3,5/4/2024
446,4435,58,3,9/3/2024
447,9854,93,3,5/24/2024
448,1058,23,1,2/9/2024
449,6761,7,5,2/29/2024
450,5705,61,1,6/29/2024
451,6955,91,4,6/15/2024
452,35,74,1,5/1/2024
453,2898,23,5,3/19/2024
454,603,91,5,6/4/2024
455,1945,47,5,6/9/2024
456,2105,14,5,8/2/2024
457,5737,39,1,5/13/2024
458,210,81,3,8/10/2024
459,2503,18,2,8/7/2024
460,7,87,3,4/3/2024
461,4392,14,3,7/13/2024
462,4567,100,2,7/28/2024
463,8670,38,2,3/14/2024
464,9237,16,1,8/17/2024
465,8837,58,1,1/21/2024
466,5203,56,2,9/11/2024
467,9944,83,5,7/6/2024
468,1266,25,3,8/28/2024
469,928,68,4,4/18/2024
470,1798,32,4,6/8/2024
471,1453,22,5,7/29/2024
472,9743,44,2,2/11/2024
473,7572,97,3,6/18/2024
474,2321,15,4,1/3/2024
475,8542,77,2,7/13/2024
476,792,28,5,5/7/2024
477,7132,97,5,3/15/2024
478,2520,2,5,4/3/2024
479,4462,100,1,7/27/2024
480,386,23,2,1/5/2024
481,5962,45,5,8/11/2024
482,4829,9,1,6/5/2024
483,312,76,1,8/29/2024
484,3876,90,4,5/16/2024
485,1976,34,5,2/12/2024
486,676,78,2,8/16/2024
487,4325,37,1,8/19/2024
488,2876,13,1,3/29/2024
489,9567,16,4,6/17/2024
490,9347,92,3,1/8/2024
491,2015,60,3,3/5/2024
492,5362,29,2,6/28/2024
493,1280,50,2,5/27/2024
494,3501,93,3,7/1/2024
495,941,54,5,4/28/2024
496,1447,40,3,6/30/2024
497,8832,17,5,4/25/2024
498,6363,98,5,4/21/2024
499,1095,65,4,4/29/2024
500,1697,82,2,6/18/2024
501,2119,88,5,1/8/2024
502,3309,90,5,5/12/2024
503,7877,58,1,1/17/2024
504,8170,94,4,7/16/2024
505,5266,95,2,3/9/2024
506,3268,2,5,2/23/2024
507,1344,73,5,8/10/2024
508,9934,4,1,6/21/2024
509,3102,46,5,5/5/2024
510,4940,28,4,8/21/2024
511,2722,72,3,8/15/2024
512,5257,39,2,1/15/2024
513,3756,66,1,7/17/2024
514,7397,20,1,4/8/2024
515,6942,4,5,1/27/2024
516,2409,59,4,5/16/2024
517,7941,99,2,7/29/2024
518,2405,28,5,7/28/2024
519,913,11,2,4/3/2024
520,5312,18,3,5/28/2024
521,3149,26,2,1/12/2024
522,3567,90,4,2/1/2024
523,8621,16,5,7/20/2024
524,9942,31,1,7/29/2024
525,7603,3,1,6/24/2024
526,7002,16,5,4/30/2024
527,3017,32,1,8/16/2024
528,3986,68,4,4/13/2024
529,3098,63,5,6/16/2024
530,999,83,2,5/7/2024
531,2252,98,1,6/13/2024
532,6956,36,3,9/3/2024
533,3400,78,4,4/13/2024
534,5946,51,3,3/18/2024
535,8162,27,5,8/21/2024
536,8516,35,2,7/4/2024
537,2370,27,3,4/13/2024
538,8056,39,3,1/3/2024
539,8429,46,3,2/17/2024
540,4349,27,3,2/3/2024
541,6134,32,2,1/27/2024
542,2635,19,5,3/7/2024
543,1185,2,4,6/21/2024
544,5484,17,5,8/30/2024
545,1440,99,2,9/4/2024
546,2635,11,5,8/22/2024
547,884,54,1,6/23/2024
548,5148,78,5,5/24/2024
549,6658,3,4,1/29/2024
550,8033,7,3,5/5/2024
551,1349,61,4,4/21/2024
552,8065,62,2,1/27/2024
553,2612,82,2,5/10/2024
554,5473,37,4,6/21/2024
555,3460,17,5,8/22/2024
556,6516,9,5,2/19/2024
557,550,32,4,4/14/2024
558,8236,99,2,3/3/2024
559,6655,96,1,5/3/2024
560,7955,64,4,1/23/2024
561,773,39,4,6/17/2024
562,5840,68,1,1/30/2024
563,3414,61,5,3/2/2024
564,6062,61,2,2/13/2024
565,2361,69,2,6/10/2024
566,3162,72,1,9/2/2024
567,28,93,3,4/27/2024
568,4724,33,1,1/14/2024
569,2223,2,2,6/27/2024
570,1288,81,5,3/14/2024
571,3050,93,1,2/17/2024
572,1078,91,5,6/11/2024
573,8996,23,1,2/21/2024
574,6637,17,5,1/1/2024
575,1607,77,1,3/18/2024
576,6576,32,3,1/24/2024
577,3345,25,2,7/10/2024
578,8564,94,5,7/20/2024
579,2133,19,3,7/9/2024
580,3560,29,3,2/18/2024
581,2275,84,5,3/15/2024
582,9189,3,4,7/3/2024
583,6509,14,5,1/31/2024
584,3818,46,1,3/16/2024
585,9207,90,4,2/28/2024
586,4137,69,3,5/27/2024
587,9420,87,3,3/5/2024
588,558,34,2,6/25/2024
589,82,3,3,2/17/2024
590,1637,10,3,2/19/2024
591,103,68,3,1/5/2024
592,928,70,4,3/27/2024
593,9482,28,2,4/30/2024
594,5349,83,1,1/3/2024
595,2365,54,5,2/26/2024
596,5487,64,1,5/19/2024
597,6970,69,4,2/23/2024
598,1342,88,2,4/14/2024
599,844,10,2,5/5/2024
600,2938,56,4,5/22/2024
601,9852,72,5,5/15/2024
602,1172,87,1,5/19/2024
603,2423,31,3,1/13/2024
604,1749,66,2,6/15/2024
605,3567,28,4,7/30/2024
606,9879,55,1,8/28/2024
607,2148,25,4,3/3/2024
608,9262,88,3,1/19/2024
609,1241,94,1,7/27/2024
610,7204,45,2,1/22/2024
611,2908,66,2,5/11/2024
612,1333,64,2,1/2/2024
613,7572,26,2,4/19/2024
614,9491,95,2,7/5/2024
615,4846,40,5,5/26/2024
616,4609,16,2,1/13/2024
617,2870,30,4,5/24/2024
618,4463,12,1,2/17/2024
619,9815,21,3,3/4/2024
620,9933,90,1,3/30/2024
621,9992,36,4,7/26/2024
622,1492,23,5,2/12/2024
623,5134,72,4,4/19/2024
624,2415,17,4,7/4/2024
625,1261,90,5,7/8/2024
626,4828,61,5,4/17/2024
627,5023,22,3,9/1/2024
628,7503,73,1,4/22/2024
629,203,25,1,8/19/2024
630,7048,43,1,5/31/2024
631,3074,49,5,6/28/2024
632,2643,16,5,4/29/2024
633,3108,71,5,3/29/2024
634,1671,74,3,6/21/2024
635,1607,31,4,3/2/2024
636,5595,12,4,4/3/2024
637,620,9,1,4/29/2024
638,7009,22,1,2/23/2024
639,2551,76,4,7/12/2024
640,2184,15,1,9/11/2024
641,8102,72,4,9/11/2024
642,5801,53,1,7/18/2024
643,9043,29,5,3/19/2024
644,2433,19,2,1/2/2024
645,7897,38,4,3/27/2024
646,9389,95,2,3/19/2024
647,1612,87,2,8/17/2024
648,8284,95,1,6/29/2024
649,8688,96,4,4/12/2024
650,8008,86,4,5/15/2024
651,8018,95,2,2/8/2024
652,7324,96,4,7/9/2024
653,1104,60,2,8/27/2024
654,1634,36,1,6/6/2024
655,2864,16,4,2/22/2024
656,5688,25,4,2/16/2024
657,5737,41,4,4/15/2024
658,3275,68,5,3/11/2024
659,6193,78,1,7/18/2024
660,8447,61,3,8/3/2024
661,4346,45,4,7/15/2024
662,527,53,3,8/8/2024
663,2385,25,3,3/22/2024
664,7881,23,1,6/26/2024
665,2750,97,3,4/19/2024
666,9941,33,4,2/13/2024
667,7237,47,1,7/23/2024
668,2129,53,5,3/10/2024
669,2580,37,5,2/12/2024
670,7888,3,4,1/5/2024
671,6200,84,3,1/10/2024
672,3000,22,3,9/7/2024
673,593,43,1,6/4/2024
674,109,82,5,8/15/2024
675,8279,44,1,4/26/2024
676,4827,71,3,2/6/2024
677,2604,68,4,8/17/2024
678,2750,84,1,7/7/2024
679,2894,68,1,8/18/2024
680,9256,53,1,1/25/2024
681,3396,40,1,6/17/2024
682,6253,43,3,2/1/2024
683,2602,18,5,3/25/2024
684,914,28,1,4/13/2024
685,9154,43,4,3/9/2024
686,1714,1,4,2/2/2024
687,5133,6,1,7/19/2024
688,9486,42,4,6/24/2024
689,1980,27,5,2/14/2024
690,1648,7,4,1/31/2024
691,2726,81,5,4/14/2024
692,4515,96,4,7/4/2024
693,2061,62,3,6/18/2024
694,2742,64,4,6/28/2024
695,1264,70,3,1/11/2024
696,9633,65,3,1/15/2024
697,9364,81,2,3/6/2024
698,4806,20,1,6/28/2024
699,3111,67,4,6/11/2024
700,7878,5,4,7/31/2024
701,9280,74,1,7/29/2024
702,874,73,1,1/30/2024
703,2529,41,3,5/8/2024
704,6775,100,1,3/9/2024
705,5621,28,4,8/26/2024
706,9876,85,1,2/16/2024
707,3020,20,4,1/17/2024
708,5618,28,1,6/13/2024
709,3474,41,5,1/15/2024
710,2365,59,1,8/31/2024
711,5573,88,1,5/9/2024
712,7371,15,4,3/24/2024
713,6339,20,3,1/8/2024
714,6215,76,4,1/13/2024
715,4216,16,2,8/7/2024
716,1754,56,3,1/30/2024
717,2289,100,3,6/23/2024
718,5997,35,2,9/10/2024
719,6189,35,5,4/30/2024
720,7582,34,3,6/13/2024
721,5864,66,5,7/8/2024
722,7804,53,2,4/4/2024
723,4838,91,4,5/21/2024
724,5373,80,4,9/7/2024
725,2275,83,2,1/4/2024
726,497,42,3,6/11/2024
727,1781,7,4,3/24/2024
728,1736,85,5,5/10/2024
729,2860,38,4,3/5/2024
730,388,80,3,5/19/2024
731,5223,67,1,4/10/2024
732,1634,85,5,6/20/2024
733,6211,1,4,3/14/2024
734,6527,27,4,3/20/2024
735,7064,68,1,2/19/2024
736,7504,4,4,2/7/2024
737,3001,2,2,2/19/2024
738,8449,92,4,6/2/2024
739,2202,11,2,8/2/2024
740,4420,55,2,1/19/2024
741,1498,95,3,1/26/2024
742,2346,49,4,3/4/2024
743,6551,58,4,4/27/2024
744,1398,67,2,4/4/2024
745,9623,85,4,8/8/2024
746,2965,7,4,1/4/2024
747,6706,48,5,9/10/2024
748,1433,93,5,3/6/2024
749,4540,53,2,4/21/2024
750,4257,79,5,3/24/2024
751,6246,18,5,3/22/2024
752,7391,81,3,1/21/2024
753,6646,52,4,4/10/2024
754,4425,28,3,6/27/2024
755,8633,17,1,5/7/2024
756,4711,99,5,6/13/2024
757,5671,57,1,9/5/2024
758,4179,22,2,3/14/2024
759,4311,87,1,1/9/2024
760,825,19,3,2/11/2024
761,9320,43,4,6/19/2024
762,3257,20,3,8/19/2024
763,6175,2,5,3/15/2024
764,8678,60,3,5/30/2024
765,2358,38,4,3/7/2024
766,2327,52,5,3/3/2024
767,3979,43,1,6/20/2024
768,1145,9,3,8/15/2024
769,5327,57,5,8/31/2024
770,7218,70,1,7/7/2024
771,3328,60,2,5/19/2024
772,4417,33,4,7/5/2024
773,6617,25,3,3/23/2024
774,5465,7,3,3/30/2024
775,7356,90,5,5/16/2024
776,1944,33,1,7/2/2024
777,8100,61,2,1/18/2024
778,271,42,1,8/7/2024
779,7182,66,4,7/17/2024
780,3979,2,4,7/21/2024
781,484,28,1,6/3/2024
782,3107,24,5,5/7/2024
783,7548,71,2,6/10/2024
784,2953,84,1,2/25/2024
785,699,8,2,5/8/2024
786,4239,46,4,9/11/2024
787,9573,97,2,6/25/2024
788,1168,92,1,1/28/2024
789,5447,41,1,2/23/2024
790,2079,70,1,5/11/2024
791,6779,15,4,8/27/2024
792,4192,42,3,8/21/2024
793,4325,34,4,1/4/2024
794,825,78,5,1/29/2024
795,7006,95,5,6/9/2024
796,9372,85,2,3/17/2024
797,8129,48,2,8/9/2024
798,8442,6,3,4/27/2024
799,7317,47,4,8/28/2024
800,507,41,1,5/13/2024
801,4950,65,3,4/3/2024
802,4052,59,4,4/19/2024
803,7557,42,3,8/11/2024
804,9501,80,2,7/14/2024
805,8287,66,2,7/4/2024
806,3088,73,1,1/2/2024
807,1121,19,5,7/17/2024
808,9628,32,3,2/2/2024
809,4694,6,2,5/2/2024
810,2101,48,2,2/20/2024
811,3421,20,5,5/10/2024
812,5895,57,2,5/29/2024
813,7504,44,3,1/13/2024
814,2638,79,3,6/23/2024
815,4581,27,5,9/5/2024
816,2630,56,5,2/18/2024
817,105,74,1,8/29/2024
818,2365,80,1,6/23/2024
819,9672,73,5,2/22/2024
820,9261,35,1,5/15/2024
821,6076,82,2,5/22/2024
822,9134,43,2,9/7/2024
823,4135,71,5,3/1/2024
824,9743,76,5,5/28/2024
825,8345,56,2,1/19/2024
826,6728,100,3,5/4/2024
827,2378,6,3,4/3/2024
828,2191,15,5,5/9/2024
829,5563,87,5,8/30/2024
830,5062,68,3,2/2/2024
831,2239,95,1,7/26/2024
832,6348,88,3,6/26/2024
833,2224,38,1,5/14/2024
834,9727,75,2,6/17/2024
835,4032,13,3,6/18/2024
836,9498,31,3,4/14/2024
837,2363,14,5,4/27/2024
838,8519,74,1,4/12/2024
839,8095,81,1,3/30/2024
840,1778,88,3,7/17/2024
841,506,11,5,7/22/2024
842,1316,43,1,5/2/2024
843,4456,85,3,8/20/2024
844,8336,24,3,1/6/2024
845,6767,34,4,6/20/2024
846,6917,22,1,1/12/2024
847,2890,5,1,7/20/2024
848,272,3,4,6/26/2024
849,9224,95,3,1/13/2024
850,4186,10,4,3/7/2024
851,4727,78,2,2/12/2024
852,1775,35,5,6/13/2024
853,2545,2,2,2/4/2024
854,2538,48,3,7/26/2024
855,6126,16,3,8/22/2024
856,3911,76,4,8/4/2024
857,7265,94,4,3/5/2024
858,530,56,1,8/8/2024
859,3835,41,2,6/15/2024
860,9691,54,2,1/21/2024
861,8618,10,2,1/9/2024
862,1048,58,2,2/1/2024
863,6543,56,3,4/23/2024
864,3146,6,5,7/2/2024
865,4002,95,1,6/16/2024
866,5579,37,1,3/28/2024
867,43,24,3,8/9/2024
868,654,6,4,2/24/2024
869,2640,14,4,5/9/2024
870,6020,13,4,5/12/2024
871,5519,55,1,5/3/2024
872,9751,46,5,6/24/2024
873,9082,9,5,8/16/2024
874,5440,49,1,1/17/2024
875,7868,84,3,8/26/2024
876,7199,17,2,8/29/2024
877,5695,30,1,1/3/2024
