sale_id,customer_id,product_id,quantity_sold,sale_date
154,9174,94,2,2024/01/13
155,1141,13,5,2024/07/12
156,5356,62,1,2024/06/13
157,4710,97,3,2024/02/12
158,478,7,1,2024/02/14
159,8461,50,4,2024/02/04
160,3975,81,1,2024/06/09
161,8497,85,2,2024/07/03
162,4356,9,5,2024/03/14
163,975,87,1,2024/08/05
164,1060,11,4,2024/04/06
165,6211,55,2,2024/02/29
166,2379,94,2,2024/02/21
167,9762,74,5,2024/08/17
168,4347,72,1,2024/08/18
169,1074,65,1,2024/07/15
170,3000,16,3,2024/09/08
171,6782,52,1,2024/07/23
172,8080,38,1,2024/07/16
173,7539,84,1,2024/02/19
174,7097,11,1,2024/03/15
175,7827,78,2,2024/06/23
176,5446,20,2,2024/07/16
177,1355,84,1,2024/01/30
178,7843,16,1,2024/07/25
179,6622,13,3,2024/01/12
180,6072,67,3,2024/04/14
181,3729,1,1,2024/05/08
182,6051,95,1,2024/08/31
183,2963,67,2,2024/05/01
184,234,79,3,2024/04/04
185,2646,7,5,2024/07/11
186,796,45,2,2024/03/24
187,9423,100,2,2024/04/07
188,9052,86,5,2024/04/28
189,2870,98,5,2024/06/05
190,2667,40,4,2024/02/20
191,9571,29,1,2024/05/30
192,1516,49,2,2024/04/22
193,9196,34,1,2024/06/15
194,3843,2,4,2024/06/26
195,1279,24,1,2024/09/09
196,1696,36,3,2024/08/12
197,4591,43,3,2024/01/30
198,7986,10,1,2024/07/11
199,6959,82,4,2024/05/15
200,5709,44,4,2024/05/01
201,4273,100,2,2024/03/03
202,9117,60,4,2024/01/02
203,3001,50,1,2024/04/02
204,5706,78,2,2024/08/20
205,3991,7,2,2024/06/11
206,9856,4,4,2024/08/07
207,4957,62,3,2024/03/09
208,3311,39,2,2024/06/04
209,5267,26,2,2024/08/06
210,6655,74,3,2024/07/24
211,4147,35,2,2024/06/02
212,3655,85,5,2024/08/11
213,3095,91,4,2024/05/21
214,4507,36,5,2024/03/16
215,4226,18,5,2024/06/04
216,9017,45,3,2024/06/16
217,2967,24,4,2024/09/10
218,2856,57,2,2024/05/24
219,2234,3,2,2024/03/11
220,2266,93,4,2024/06/26
221,3067,13,2,2024/02/12
222,9104,7,1,2024/05/06
223,4775,65,3,2024/07/01
224,1561,15,5,2024/04/03
225,8958,7,1,2024/07/09
226,3487,78,3,2024/02/08
227,5803,37,2,2024/02/15
228,3944,25,4,2024/04/07
229,7654,61,5,2024/04/10
230,1883,23,4,2024/06/06
231,8103,74,5,2024/02/22
232,6563,1,5,2024/07/06
233,9921,39,1,2024/01/15
234,7500,27,2,2024/07/05
235,8914,47,2,2024/07/16
236,2289,16,3,2024/08/03
237,4216,29,1,2024/09/07
238,9640,19,4,2024/05/19
239,8312,52,2,2024/05/29
240,9675,9,2,2024/05/15
241,4454,40,4,2024/03/25
242,8385,100,1,2024/02/05
243,5052,30,5,2024/01/25
244,8419,7,1,2024/03/25
245,3128,90,1,2024/07/17
246,375,90,4,2024/05/13
247,8048,62,4,2024/04/28
248,716,60,3,2024/06/08
249,8177,15,3,2024/02/16
250,8408,68,2,2024/01/06
251,2221,40,1,2024/04/28
252,1225,31,5,2024/04/05
253,6566,75,1,2024/09/06
254,5470,70,1,2024/01/22
255,8966,91,1,2024/03/24
256,9205,46,1,2024/05/27
257,8550,14,3,2024/08/09
258,5823,31,4,2024/06/28
259,3734,88,1,2024/04/22
260,7205,40,4,2024/09/09
261,8459,1,3,2024/04/17
262,4496,53,4,2024/06/30
263,37,100,3,2024/07/20
264,800,72,4,2024/03/20
265,5318,100,4,2024/06/30
266,6703,11,4,2024/09/11
267,5016,29,4,2024/05/11
268,4380,34,4,2024/08/05
269,8951,19,5,2024/01/15
270,4343,21,4,2024/03/08
271,6529,85,4,2024/02/18
272,6163,55,2,2024/07/30
273,5597,50,2,2024/02/24
274,660,56,1,2024/01/06
275,7766,78,2,2024/03/09
276,8717,94,3,2024/02/23
277,4708,99,1,2024/07/14
278,6445,68,4,2024/01/02
279,2804,98,1,2024/07/29
280,4198,26,1,2024/05/07
281,7209,67,5,2024/04/28
282,6533,97,4,2024/03/07
283,7296,30,5,2024/08/05
284,2349,48,4,2024/04/26
285,4959,34,4,2024/08/11
286,156,42,5,2024/04/21
287,7574,75,5,2024/01/19
288,8877,59,5,2024/03/18
289,4991,25,5,2024/07/06
290,2052,42,2,2024/07/05
291,1211,25,1,2024/08/11
292,3946,4,2,2024/06/29
293,6117,3,1,2024/02/11
294,2734,38,1,2024/09/01
295,6108,31,5,2024/07/29
296,4830,30,3,2024/04/23
297,8713,80,4,2024/05/01
298,1842,41,2,2024/05/13
299,1751,49,4,2024/09/06
300,2812,48,5,2024/04/30
301,3951,10,2,2024/07/25
302,8424,100,5,2024/09/10
303,9071,38,1,2024/08/29
304,6941,72,3,2024/07/03
305,1621,9,5,2024/06/11
306,7627,90,2,2024/04/06
307,6953,22,1,2024/01/15
308,9425,99,3,2024/08/04
309,9913,74,2,2024/01/26
310,319,37,4,2024/09/08
311,5342,42,2,2024/02/13
312,9465,97,2,2024/05/12
313,8202,40,2,2024/06/16
314,9721,86,5,2024/03/08
315,4470,81,5,2024/01/06
316,6533,100,5,2024/01/10
317,6268,94,3,2024/03/24
318,2805,37,4,2024/05/01
319,7850,84,5,2024/05/08
320,6772,64,5,2024/07/24
321,9104,62,5,2024/07/18
322,4689,39,3,2024/05/20
323,6167,20,5,2024/02/19
324,9363,11,4,2024/07/08
325,9404,10,3,2024/02/04
326,3,44,1,2024/08/04
327,544,70,2,2024/02/18
328,3459,71,1,2024/02/23
329,8280,100,2,2024/04/06
330,8009,67,1,2024/04/17
331,8621,68,2,2024/03/13
332,1867,61,3,2024/03/02
333,362,26,2,2024/03/14
334,3149,72,5,2024/06/19
335,6218,15,1,2024/05/24
336,6929,45,5,2024/04/25
337,2771,29,5,2024/04/27
338,5036,71,3,2024/03/27
339,8466,66,1,2024/09/09
340,3936,43,1,2024/01/25
341,13,95,3,2024/02/29
342,640,63,4,2024/07/16
343,6196,47,4,2024/05/27
344,8929,16,1,2024/07/11
345,9804,57,3,2024/08/29
346,2751,26,1,2024/07/14
347,5229,85,4,2024/01/13
348,9189,12,1,2024/05/21
349,5405,25,4,2024/09/11
350,5617,95,4,2024/02/04
351,5466,56,5,2024/08/15
352,3302,11,1,2024/02/19
353,1722,93,4,2024/05/23
354,6198,20,3,2024/06/16
355,440,32,4,2024/01/05
356,8575,22,5,2024/01/24
357,9953,88,1,2024/05/28
358,5136,39,1,2024/04/16
359,7829,29,3,2024/05/09
360,85,89,5,2024/07/29
361,3190,76,2,2024/05/21
362,2589,74,5,2024/03/16
363,5394,15,1,2024/01/08
364,2173,92,5,2024/03/03
365,2353,13,1,2024/07/30
366,6305,54,1,2024/01/18
367,2418,73,4,2024/06/14
368,1852,65,5,2024/05/28
369,9180,45,4,2024/02/26
370,3195,5,2,2024/08/09
371,2982,33,4,2024/07/19
372,4941,27,3,2024/08/03
373,9000,24,5,2024/06/28
374,2524,23,2,2024/04/22
375,3736,99,4,2024/08/29
376,6831,73,1,2024/04/26
377,5681,64,1,2024/06/22
378,4039,35,3,2024/08/10
379,6825,6,2,2024/04/19
380,1781,33,2,2024/02/29
381,2854,65,2,2024/03/08
382,3824,27,3,2024/03/24
383,689,46,1,2024/06/11
384,9134,95,2,2024/06/26
385,9542,64,3,2024/05/27
386,4426,69,5,2024/03/01
387,1787,42,2,2024/09/06
388,3912,17,4,2024/08/07
389,7428,99,2,2024/03/07
390,4027,73,2,2024/05/14
391,7651,82,2,2024/03/14
392,8528,94,3,2024/05/18
393,1662,49,2,2024/01/29
394,4277,94,4,2024/03/18
395,3901,4,1,2024/04/02
396,3622,13,4,2024/06/05
397,7066,45,1,2024/02/07
398,8396,37,5,2024/04/29
399,7081,94,3,2024/02/21
400,5956,77,1,2024/08/11
401,2034,73,3,2024/07/13
402,2322,36,2,2024/06/04
403,3037,56,1,2024/05/25
404,1054,1,1,2024/06/22
405,2542,17,1,2024/08/27
406,3044,60,3,2024/09/06
407,4748,33,3,2024/08/16
408,4499,88,5,2024/06/02
409,936,71,4,2024/05/27
410,7464,19,5,2024/01/15
411,8796,56,4,2024/03/14
412,8472,85,2,2024/01/31
413,4755,91,4,2024/04/22
414,1185,50,2,2024/02/18
415,5588,70,1,2024/03/09
416,6756,25,5,2024/05/19
417,7634,59,3,2024/05/14
418,6290,30,5,2024/02/02
419,6788,69,4,2024/05/02
420,7932,94,2,2024/05/17
421,9021,51,1,2024/09/11
422,9454,35,2,2024/05/07
423,9267,86,5,2024/08/21
424,4420,68,5,2024/03/06
425,1611,56,5,2024/05/30
426,8578,25,1,2024/05/02
427,1670,13,1,2024/01/30
428,4963,2,5,2024/02/16
429,5229,34,3,2024/07/23
430,7930,13,5,2024/08/14
431,1652,5,2,2024/05/30
432,6996,93,3,2024/04/28
433,9994,96,1,2024/01/18
434,3362,90,1,2024/02/27
435,8209,24,5,2024/04/11
436,1558,27,4,2024/03/22
437,1166,88,1,2024/03/15
438,117,79,4,2024/06/19
439,8127,83,3,2024/07/25
440,2909,42,1,2024/06/11
441,3568,42,2,2024/03/10
442,1900,76,1,2024/05/10
443,9084,13,1,2024/06/10
444,8804,95,2,2024/07/15
445,89,87,5,2024/09/06
446,4464,13,5,2024/07/31
447,8210,85,3,2024/04/16
448,544,44,2,2024/04/18
449,1875,11,5,2024/01/17
450,2351,38,5,2024/02/12
451,8962,17,3,2024/06/17
452,5937,47,5,2024/05/23
453,5185,89,4,2024/08/09
454,908,92,1,2024/04/17
455,6648,66,1,2024/07/17
456,972,90,4,2024/01/01
457,1283,32,1,2024/06/04
458,7013,69,1,2024/08/21
459,7556,27,3,2024/07/10
460,4724,2,2,2024/01/13
461,6324,74,3,2024/07/24
462,6153,74,1,2024/05/27
463,9556,64,5,2024/06/14
464,5279,18,4,2024/04/05
465,1244,14,2,2024/04/04
466,9066,95,3,2024/04/11
467,6688,28,2,2024/04/25
468,2469,96,2,2024/04/29
469,346,10,5,2024/06/05
470,239,51,4,2024/06/27
471,8380,79,3,2024/04/18
472,8442,98,3,2024/07/27
473,3938,8,4,2024/05/07
474,7566,96,5,2024/01/01
475,9649,39,5,2024/06/01
476,1610,75,3,2024/01/01
477,7480,78,3,2024/06/16
478,2517,51,4,2024/04/27
479,3010,37,3,2024/01/22
480,7219,73,1,2024/01/12
481,6894,95,2,2024/04/06
482,8290,92,2,2024/02/16
483,5435,12,1,2024/05/07
484,978,35,1,2024/07/21
485,8124,100,4,2024/06/12
486,6841,6,3,2024/02/06
487,9914,19,4,2024/08/25
488,8296,88,3,2024/03/16
489,1448,100,5,2024/07/10
490,6616,29,1,2024/02/26
491,7167,16,3,2024/01/19
492,2018,94,4,2024/03/06
493,3318,55,3,2024/03/12
494,5857,20,5,2024/04/19
495,1780,10,2,2024/04/02
496,4422,41,4,2024/01/09
497,6156,45,3,2024/08/29
498,7696,12,5,2024/08/19
499,581,11,4,2024/03/23
500,1865,82,1,2024/01/27
501,6114,42,1,2024/05/26
502,5155,60,1,2024/03/23
503,3653,13,5,2024/01/11
504,4648,47,1,2024/05/12
505,8576,91,1,2024/03/07
506,157,97,5,2024/03/18
507,3960,95,2,2024/03/15
508,6943,48,4,2024/04/30
509,6330,29,3,2024/05/31
510,7937,87,3,2024/05/12
511,8203,90,2,2024/04/25
512,24,84,4,2024/06/11
513,1993,83,2,2024/06/01
514,2475,16,2,2024/01/24
515,8258,96,5,2024/08/17
516,9215,31,1,2024/05/26
517,8380,5,1,2024/04/10
518,599,53,2,2024/06/22
519,2969,11,2,2024/05/15
520,7745,73,2,2024/01/20
521,3725,51,2,2024/01/13
522,9645,85,5,2024/05/13
523,5886,66,4,2024/07/25
524,3043,67,4,2024/03/06
525,4055,85,5,2024/08/09
526,2320,75,4,2024/02/19
527,3255,40,2,2024/01/01
528,7690,70,2,2024/09/06
529,4789,49,1,2024/03/29
530,8297,100,1,2024/07/21
531,1128,62,3,2024/05/14
532,7641,73,2,2024/05/17
533,8087,75,4,2024/07/15
534,6077,22,4,2024/09/10
535,5521,39,5,2024/03/25
536,7255,49,2,2024/01/24
537,8795,17,1,2024/03/14
538,7751,56,4,2024/08/20
539,7187,39,2,2024/09/03
540,9356,53,5,2024/07/03
541,1640,37,2,2024/08/24
542,5957,61,5,2024/06/28
543,9150,29,4,2024/08/24
544,9681,25,5,2024/08/12
545,3483,94,4,2024/07/29
546,6474,22,2,2024/07/09
547,1900,86,1,2024/04/04
548,6270,21,5,2024/08/30
549,7106,40,3,2024/04/17
550,9525,34,5,2024/04/08
551,8664,45,2,2024/04/13
552,4717,92,3,2024/06/12
553,4524,3,5,2024/06/27
554,8140,12,5,2024/08/17
555,6791,55,5,2024/04/13
556,3734,62,5,2024/01/28
557,7515,25,1,2024/05/27
558,2554,99,3,2024/03/16
559,8056,83,4,2024/07/28
560,9703,90,2,2024/07/06
561,162,31,2,2024/02/26
562,406,90,5,2024/02/18
563,5570,66,3,2024/09/10
564,6692,2,4,2024/04/24
565,1046,79,3,2024/07/18
566,2873,29,5,2024/06/26
567,1247,70,5,2024/07/05
568,8494,79,2,2024/01/16
569,9349,78,4,2024/08/23
570,3064,62,4,2024/08/04
571,9390,49,5,2024/06/23
572,1188,16,5,2024/04/12
573,911,41,5,2024/01/19
574,6337,89,1,2024/05/02
575,8354,33,5,2024/09/08
576,3059,17,4,2024/05/07
577,286,78,5,2024/04/23
578,1720,4,3,2024/01/26
579,429,59,2,2024/05/27
580,9087,85,1,2024/07/30
581,2901,72,5,2024/03/31
582,8396,22,3,2024/02/01
583,2114,2,1,2024/08/03
584,5173,53,4,2024/07/11
585,8954,23,3,2024/04/22
586,6781,21,3,2024/06/05
587,3517,77,3,2024/07/21
588,1152,72,3,2024/03/06
589,4415,19,2,2024/07/05
590,7804,77,4,2024/08/19
591,2808,63,1,2024/03/02
592,6417,97,1,2024/08/17
593,2279,53,3,2024/01/25
594,9295,54,3,2024/03/16
595,1711,10,3,2024/01/27
596,1137,14,4,2024/04/25
597,3024,51,4,2024/07/25
598,996,48,4,2024/04/27
599,4027,89,5,2024/05/13
600,7223,81,4,2024/09/07
601,4268,79,2,2024/03/02
602,3160,89,1,2024/06/01
603,4069,98,2,2024/08/05
604,7672,7,4,2024/03/23
605,1568,41,3,2024/02/29
606,9469,3,5,2024/03/22
607,1720,43,1,2024/01/04
608,6038,38,5,2024/07/02
609,8639,87,2,2024/02/29
610,6451,38,4,2024/03/29
611,316,41,1,2024/08/22
612,1705,26,1,2024/05/15
613,9455,50,5,2024/02/11
614,8189,74,5,2024/06/18
615,416,38,4,2024/02/23
616,1557,47,5,2024/02/29
617,9077,81,4,2024/01/12
618,3265,48,1,2024/06/22
619,9934,9,4,2024/05/16
620,8628,64,4,2024/03/16
621,5518,74,3,2024/04/25
622,3058,12,1,2024/07/13
623,7960,75,3,2024/05/07
624,6285,5,2,2024/03/11
625,2708,61,4,2024/06/19
626,3954,32,3,2024/07/04
627,3238,42,3,2024/04/18
628,5317,5,2,2024/07/05
629,9116,40,5,2024/02/09
630,7802,69,2,2024/03/03
631,4584,17,1,2024/07/06
632,7422,55,4,2024/01/14
633,8572,74,1,2024/03/22
634,6691,75,4,2024/06/23
635,7559,37,4,2024/03/26
636,5900,78,5,2024/03/08
637,6737,10,1,2024/09/05
638,8184,83,1,2024/05/30
639,5728,40,3,2024/07/19
640,7111,28,2,2024/04/11
641,6447,30,4,2024/07/02
642,8737,54,3,2024/03/31
643,3344,12,2,2024/07/09
644,3476,19,4,2024/06/13
645,4985,18,2,2024/05/25
646,9236,41,2,2024/06/02
647,1523,29,4,2024/05/19
648,2767,57,2,2024/03/21
649,2386,22,3,2024/01/23
650,9119,47,5,2024/02/08
651,8752,96,2,2024/07/15
652,7612,94,5,2024/07/21
653,9607,48,1,2024/03/08
654,2552,26,1,2024/03/21
655,3724,84,1,2024/08/19
656,3512,38,3,2024/07/22
657,7042,72,1,2024/07/02
658,5602,93,5,2024/07/02
659,5522,32,4,2024/03/11
660,9264,75,3,2024/08/24
661,9395,99,2,2024/06/22
662,3533,25,5,2024/03/14
663,4291,12,5,2024/07/09
664,6340,38,2,2024/08/22
665,5786,61,3,2024/06/12
666,1728,24,4,2024/08/19
667,4906,19,1,2024/06/15
668,4980,99,4,2024/07/01
669,2901,93,1,2024/03/04
670,2712,42,3,2024/02/25
671,1758,14,5,2024/06/09
672,3171,11,3,2024/04/10
673,4631,93,1,2024/07/07
674,680,51,3,2024/03/10
675,3903,89,1,2024/08/14
676,9880,27,4,2024/08/02
677,3406,8,4,2024/07/12
678,3626,19,2,2024/05/24
679,9157,30,2,2024/01/01
680,1566,46,4,2024/07/09
681,2810,62,1,2024/02/01
682,5338,30,5,2024/07/15
683,6590,60,4,2024/08/21
684,1951,35,3,2024/08/29
685,9851,88,2,2024/08/12
686,8749,29,5,2024/02/08
687,3397,75,3,2024/02/24
688,2466,79,4,2024/04/17
689,7205,71,1,2024/07/12
690,6103,100,1,2024/05/23
691,4358,85,4,2024/05/03
692,7887,6,3,2024/03/29
693,6528,15,3,2024/06/27
694,7315,57,5,2024/06/13
695,3492,86,2,2024/01/10
696,8275,90,5,2024/02/08
697,1052,64,3,2024/01/26
698,2910,34,3,2024/08/12
699,3670,44,1,2024/08/07
700,1373,9,5,2024/09/03
701,2455,39,5,2024/05/08
702,1819,77,4,2024/06/17
703,6488,41,1,2024/02/25
704,3944,92,3,2024/01/04
705,5516,53,2,2024/01/16
706,264,91,2,2024/03/21
707,7793,63,2,2024/05/02
708,5789,58,2,2024/02/03
709,6298,58,1,2024/03/07
710,4610,86,5,2024/08/29
711,5999,46,4,2024/04/15
712,6855,30,2,2024/06/24
713,7423,9,4,2024/08/01
714,5693,1,4,2024/01/31
715,6163,73,4,2024/02/13
716,5829,24,3,2024/06/15
717,5014,4,5,2024/06/28
718,4532,99,3,2024/03/13
719,9569,78,2,2024/01/10
720,3204,2,2,2024/03/21
721,4757,75,4,2024/07/14
722,8297,85,4,2024/01/18
723,2978,5,1,2024/06/11
724,2578,58,1,2024/08/31
725,2649,31,2,2024/07/10
726,8211,90,1,2024/01/15
727,5921,62,5,2024/02/16
728,8279,47,1,2024/02/18
729,3970,87,4,2024/07/20
730,9124,90,1,2024/05/02
731,717,51,4,2024/08/20
732,9814,22,3,2024/05/08
733,7273,90,3,2024/08/14
734,2400,36,2,2024/03/04
735,4500,77,5,2024/02/13
736,8857,34,3,2024/03/13
737,8007,33,3,2024/07/06
738,7297,58,1,2024/07/18
739,9034,92,5,2024/06/28
740,3135,97,1,2024/04/09
741,4220,44,5,2024/06/28
742,920,34,5,2024/02/27
743,846,15,5,2024/06/29
744,9707,70,5,2024/03/06
745,2125,56,4,2024/02/23
746,426,79,5,2024/06/19
747,6078,2,2,2024/06/07
748,5031,56,3,2024/05/27
749,7838,66,4,2024/05/25
750,157,37,4,2024/05/23
751,6805,65,4,2024/06/15
752,1934,25,1,2024/07/02
753,9327,95,2,2024/03/01
754,7609,85,3,2024/04/18
755,983,91,1,2024/06/01
756,967,83,1,2024/07/13
757,8273,20,2,2024/05/06
758,7299,37,2,2024/08/10
759,3281,46,4,2024/07/04
760,8110,48,3,2024/09/04
761,8001,5,5,2024/04/04
762,5995,28,5,2024/06/02
763,3274,70,3,2024/07/19
764,9924,74,4,2024/04/24
765,1647,14,5,2024/05/15
766,1209,99,2,2024/08/21
767,3773,67,2,2024/02/23
768,8411,53,2,2024/08/12
769,6651,12,2,2024/02/24
770,1634,32,2,2024/09/10
771,6276,95,1,2024/08/15
772,2389,99,3,2024/07/06
773,3514,82,2,2024/05/31
774,4567,75,3,2024/01/18
775,1031,20,5,2024/05/30
776,4370,98,1,2024/09/09
777,5073,61,3,2024/04/15
778,753,73,3,2024/02/04
779,3562,75,4,2024/05/23
780,1441,97,3,2024/01/21
781,2158,61,4,2024/03/20
782,8226,95,3,2024/03/10
783,7716,71,4,2024/02/12
784,6552,96,2,2024/03/04
785,2389,50,1,2024/08/12
786,2641,92,5,2024/01/29
787,123,49,1,2024/08/03
788,2059,44,3,2024/03/21
789,1973,83,1,2024/02/17
790,4026,57,1,2024/01/01
791,3740,41,4,2024/08/02
792,3417,23,4,2024/08/22
793,5748,16,3,2024/03/22
794,5065,92,5,2024/08/26
795,1976,69,3,2024/07/10
796,4577,26,3,2024/08/03
797,1079,83,3,2024/01/19
798,893,29,3,2024/08/12
799,8794,45,2,2024/09/07
800,7671,56,4,2024/01/01
801,1651,52,5,2024/05/15
802,9034,29,4,2024/02/16
803,6256,40,1,2024/06/10
804,8646,43,5,2024/04/28
805,8097,1,5,2024/07/15
806,9932,50,1,2024/08/02
807,3317,29,2,2024/05/11
808,5462,54,2,2024/02/07
809,7096,87,1,2024/02/09
810,6365,17,5,2024/06/12
811,9832,85,3,2024/03/01
812,3881,12,5,2024/06/16
813,1327,20,1,2024/01/05
814,2016,78,4,2024/05/23
815,3990,64,4,2024/01/25
816,4544,63,5,2024/01/11
817,5581,57,4,2024/05/11
818,8299,59,4,2024/07/06
819,8874,64,1,2024/08/09
820,5664,70,5,2024/04/09
821,5691,87,2,2024/01/30
822,6524,16,4,2024/03/01
823,2825,53,3,2024/07/30
824,7567,58,2,2024/01/13
825,3012,59,3,2024/01/22
826,4429,1,2,2024/03/08
827,3716,56,1,2024/05/11
828,4587,9,3,2024/05/23
829,5621,92,2,2024/06/12
830,4335,50,4,2024/03/31
831,8630,2,4,2024/06/22
832,8047,57,1,2024/06/07
833,6515,82,1,2024/06/21
834,1772,97,3,2024/01/02
835,2597,17,1,2024/02/09
836,7441,63,5,2024/05/08
837,9770,53,2,2024/05/02
838,6319,36,5,2024/04/10
839,7136,65,1,2024/01/24
840,6006,37,2,2024/05/31
841,7795,12,2,2024/02/17
842,7272,74,5,2024/07/16
843,429,34,4,2024/08/22
844,3848,5,2,2024/02/08
845,8763,51,4,2024/05/03
846,8551,55,2,2024/05/11
847,6745,32,1,2024/04/21
848,2203,42,5,2024/01/08
849,8577,3,2,2024/07/30
850,8108,88,5,2024/08/16
851,4909,65,4,2024/07/22
852,1148,40,5,2024/03/16
853,811,57,4,2024/04/22
854,7656,18,1,2024/03/06
855,7405,27,3,2024/09/01
856,6582,96,5,2024/02/06
857,7400,22,2,2024/01/12
858,5659,15,2,2024/07/28
859,2524,78,5,2024/07/31
860,842,82,5,2024/06/21
861,2562,45,4,2024/02/07
862,5614,33,3,2024/08/17
863,4901,42,5,2024/02/26
864,3018,83,1,2024/01/23
865,831,94,2,2024/04/13
866,308,46,2,2024/09/09
867,3334,76,2,2024/02/19
868,1950,83,4,2024/08/10
869,6644,17,5,2024/02/09
870,801,12,4,2024/04/18
871,9282,4,4,2024/03/28
872,7044,83,1,2024/03/11
873,6375,3,3,2024/01/24
874,1582,3,2,2024/04/27
875,8858,62,4,2024/07/12
